club_name,canonical_name,league_name,city,state,source_url,website,website_status,website_discovered_at,source_type,website_source
Apex FC,Apex,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Eastside Timbers and Thorns FC,Eastside Timbers And Thorns,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
FC Piamonte,Piamonte,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
La Amistad Soccer Club,La Amistad,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Reynolds Youth Soccer Club,Reynolds,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Valley Premier FC,Valley Premier,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Foothills Soccer Club,Foothills,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Portland Community FC,Portland Community,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Saints Soccer Academy,Saints Academy,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
ADF Portland​,Adf Portland​,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Albion SC Portland,Albion Portland,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Lake Oswego Soccer Club,Lake Oswego,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Sherwood Youth Soccer Club,Sherwood,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Tualatin Soccer Club,Tualatin,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Willamette United Football Club,Willamette Football,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Ashland Soccer Club,Ashland,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Basin United Soccer Club,Basin,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Central Valley Futbol Club,Central Valley Futbol,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Coast to Coast Futbol Academy,Coast To Coast Futbol Academy,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Illinois Valley Youth Soccer League,Illinois Valley League,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Rogue River Soccer Club,Rogue River,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Rogue United FC,Rogue,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Rogue Valley Timbers,Rogue Valley Timbers,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Southern Oregon Soccer Academy​,Southern Oregon Academy​,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Umpqua United Soccer Club,Umpqua,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Wild Rivers Soccer Club,Wild Rivers,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Aloha United Soccer Club,Aloha,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Milltown United Soccer Club,Milltown,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Oak Hills Soccer Club,Oak Hills,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Somerset West Soccer Club,Somerset West,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Banks Youth Soccer Association​,Banks Association​,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Bridge City Soccer Academy,Bridge Academy,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Chehalem Valley Soccer Club,Chehalem Valley,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Columbia County United – Scappoose,Columbia County – Scappoose,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
FC Portland Soccer Academy,Portland Academy,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Hillsboro Rush,Hillsboro Rush,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Lower Columbia Youth Soccer Association,Lower Columbia Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
McMinnville Soccer Club,Mcminnville,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Oregon Coast FC,Oregon Coast,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Rainier/Clatskanie Youth Soccer Association,Rainier/Clatskanie Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Santos Football Club,Santos Football,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Yamhill Carlton Soccer Club,Yamhill Carlton,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Canby United Soccer Association,Canby Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Clackamas United Soccer Club,Clackamas,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Colton Jr Vikings,Colton Jr Vikings,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Estacada Youth Soccer Association,Estacada Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Gladstone Soccer Association,Gladstone Association,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Molalla Youth Sports,Molalla Sports,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Oregon City Soccer Club,Oregon,Oregon Youth Soccer Association,,Oregon,https://www.oregonyouthsoccer.org/find-a-club/,,,,,
Allegheny Wilds FC,Allegheny Wilds,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Ambassadors Football,Ambassadors Football,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Avonworth,Avonworth,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Bald Eagle,Bald Eagle,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Baldwin Whitehall,Baldwin Whitehall,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Bedford Co.,Bedford Co.,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Belle Vernon,Belle Vernon,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Bellefonte,Bellefonte,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Bethel Park,Bethel Park,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Bradford,Bradford,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Brookline,Brookline,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Brookville Area,Brookville Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Burgettstown,Burgettstown,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Butler County,Butler County,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Canon-Mac,Canon-Mac,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Carlynton,Carlynton,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Centre,Centre,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Chartiers Houston,Chartiers Houston,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Chartiers Valley,Chartiers Valley,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Clarion River Valley,Clarion River Valley,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Clearfield,Clearfield,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Connellsville,Connellsville,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Deer Lakes,Deer Lakes,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
DuBois,Dubois,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
East Allegheny,East Allegheny,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Ebensburg Area,Ebensburg Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Elizabeth Forward,Elizabeth Forward,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
FAST (Freedom),Fast,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
FC814,Fc814,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Fox Chapel,Fox Chapel,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Greenville,Greenville,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Hampton,Hampton,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Harmar,Harmar,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Hempfield Area,Hempfield Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Hopewell,Hopewell,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Indiana,Indiana,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Jeanette,Jeanette,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Keystone Oaks,Keystone Oaks,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Kinzua,Kinzua,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Kiski Area,Kiski Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Knoch,Knoch,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Laurel Highlands,Laurel Highlands,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Loyalhanna,Loyalhanna,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Mars,Mars,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
McConnellsburg,Mcconnellsburg,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Meadville,Meadville,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Mohawk,Mohawk,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Monroeville,Monroeville,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Moon,Moon,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Moshannon Valley,Moshannon Valley,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Mt. Lebanon,Mt. Lebanon,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Mt. Pleasant,Mt. Pleasant,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Murrysville,Murrysville,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
North Allegheny,North Allegheny,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
North Hills,North Hills,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Northern Blair,Northern Blair,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Norwin,Norwin,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Old Allegheny,Old Allegheny,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Penn Hills,Penn Hills,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Penn Trafford,Penn Trafford,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Peters Township,Peters Township,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Pgh Dynamo,Pgh Dynamo,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Pgh Football Club,Pgh Football,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Pine Richland,Pine Richland,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Plum Area,Plum Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Richard C Snyder YMCA,Richard C Snyder Ymca,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Ringgold,Ringgold,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Riverhounds Development Academy,Riverhounds Development Academy,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Scottdale,Scottdale,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
SCS United,Scs,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Seneca Valley,Seneca Valley,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Sewickley Area,Sewickley Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Shaler,Shaler,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Shenango Valley (Sharpsville),Shenango Valley,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Slippery Rock,Slippery Rock,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Somerset Area,Somerset Area,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
South Allegheny,South Allegheny,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
South Fayette,South Fayette,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
South Park,South Park,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
South Side,South Side,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
Steel Valley,Steel Valley,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
SV North,Sv North,Pennsylvania West Soccer Association,,PA West,https://www.pawest-soccer.org/club-list/,,,,,
